_id,type,time,data,uid,timestamp,value,test
6772a53747efe16904a85d02,StepCount,2024-10-29T23:55:27.550Z,13,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,
6772a53747efe16904a85d03,StepCount,2024-10-29T23:55:36.134Z,13,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,
6772a53747efe16904a85d04,StepCount,2024-10-29T23:55:36.196Z,13,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,
6772a53747efe16904a85d05,StepCount,2024-10-29T23:55:37.788Z,13,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,
6772a53747efe16904a85d06,StepCount,2024-10-29T23:55:40.064Z,13,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,
6772a53747efe16904a85d07,StepCount,2024-10-29T23:55:42.154Z,13,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,
6772a53747efe16904a85d08,StepCount,2024-10-29T23:55:44.311Z,13,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,
6772a53747efe16904a85d09,StepCount,2024-10-29T23:55:46.717Z,13,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,
6772a53747efe16904a85d0a,StepCount,2024-10-29T23:55:48.238Z,13,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,
6772a53747efe16904a85d0b,StepCount,2024-10-29T23:55:48.243Z,13,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,
6772a53747efe16904a85d0c,StepCount,2024-10-29T23:55:48.442Z,13,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,
6772a53747efe16904a85d0d,StepCount,2024-10-29T23:55:48.592Z,13,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,
6772a53747efe16904a85d0e,StepCount,2024-10-29T23:55:48.992Z,13,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,
6772a53747efe16904a85d0f,StepCount,2024-10-29T23:55:49.048Z,13,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,
6772a53747efe16904a85d10,StepCount,2024-10-29T23:55:49.685Z,13,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,
6772a53747efe16904a85d11,StepCount,2024-10-29T23:55:49.733Z,13,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,
6772a53747efe16904a85d12,StepCount,2024-10-29T23:55:49.960Z,13,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,
6772a53747efe16904a85d13,StepCount,2024-10-29T23:55:51.919Z,13,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,
6772a53747efe16904a85d14,StepCount,2024-10-29T23:55:54.116Z,13,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,
6772a53747efe16904a85d15,StepCount,2024-10-29T23:55:57.887Z,13,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,
6772a53747efe16904a85d16,StepCount,2024-10-29T23:55:58.266Z,13,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,
6772a53747efe16904a85d17,StepCount,2024-10-29T23:55:59.875Z,13,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,
6772a53747efe16904a85d18,StepCount,2024-10-29T23:56:00.064Z,13,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,
6772a53747efe16904a85d19,StepCount,2024-10-29T23:56:00.485Z,13,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,
6772a53747efe16904a85d1a,StepCount,2024-10-29T23:56:00.489Z,13,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,
6772a53747efe16904a85d1b,StepCount,2024-10-29T23:56:01.105Z,13,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,
6772a53747efe16904a85d1c,StepCount,2024-10-29T23:56:01.111Z,13,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,
6772a53747efe16904a85d1d,StepCount,2024-10-29T23:56:01.502Z,13,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,
6772a53747efe16904a85d1e,StepCount,2024-10-29T23:56:01.546Z,13,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,
6772a53747efe16904a85d1f,StepCount,2024-10-29T23:56:02.279Z,13,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,
6772a53747efe16904a85d20,StepCount,2024-10-29T23:56:04.111Z,13,W1hZkqBeWCUTVBX6rx9OeHmaWx63,,,
