_id,meanConfidence,time,uid
6716509c873f1647840e7418,49.89055555555556,2024-10-21T12:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67165e89873f1647840ef596,73.47916666666666,2024-10-21T13:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67167862873f1647840f0e3e,146.17333333333332,2024-10-21T14:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
671694a0873f1647840f1ac9,12.718333333333334,2024-10-21T15:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
671694a1873f1647840f1ada,174.3777777777778,2024-10-21T16:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716cd13873f1647840f4b81,7.151388888888889,2024-10-21T17:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716cd13873f1647840f4b92,94.15555555555555,2024-10-21T18:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716cd13873f1647840f4ba3,88.5611111111111,2024-10-21T19:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716cd13873f1647840f4bb4,165.9811111111111,2024-10-21T20:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716ff57873f1647840f8a71,8.67,2024-10-21T21:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716ff57873f1647840f8a93,47.43666666666666,2024-10-21T22:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716ff58873f1647840f8ab5,7.660833333333334,2024-10-21T23:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716ff58873f1647840f8ad7,84.74750000000002,2024-10-22T00:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67170780873f1647840f8e7a,0.6588888888888889,2024-10-22T01:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67171616873f1647840f96a0,6.259166666666666,2024-10-22T02:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6717265c873f1647840fda07,42.76972222222222,2024-10-22T03:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67173fac873f1647840fe825,33.289722222222224,2024-10-22T04:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67173fac873f1647840fe84e,90.25333333333333,2024-10-22T05:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67174d8e873f1647840fed5e,10.616388888888887,2024-10-22T06:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67175bcd873f1647840ff7c1,40.07416666666666,2024-10-22T07:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
671769ef873f16478410390e,94.57777777777778,2024-10-22T08:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67177d04873f164784104ea9,53.35333333333333,2024-10-22T09:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67178ad6873f164784125833,67.84777777777776,2024-10-22T10:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
671795dd873f16478412b87f,49.665000000000006,2024-10-22T11:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772e5fc86555907d0b7a,9.495277777777778,2024-10-22T12:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772e5fc86555907d0b92,0,2024-10-22T13:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772e5fc86555907d0ba3,0,2024-10-22T14:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772e5fc86555907d0bb4,0,2024-10-22T15:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772e5fc86555907d0bc5,0,2024-10-22T16:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772e5fc86555907d0bd6,0,2024-10-22T17:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772e5fc86555907d0be7,0,2024-10-22T18:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772e5fc86555907d0c09,0,2024-10-22T19:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0c1a,0,2024-10-22T20:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0c2b,0,2024-10-22T21:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0c3c,0,2024-10-22T22:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0c4d,0,2024-10-22T23:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0c75,0,2024-10-23T00:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0c86,0,2024-10-23T01:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0c97,0,2024-10-23T02:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0ca8,0,2024-10-23T03:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0cb9,0,2024-10-23T04:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0cca,0,2024-10-23T05:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0cdb,0,2024-10-23T06:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0cec,0,2024-10-23T07:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0cfd,0,2024-10-23T08:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177305fc86555907d0d0e,0,2024-10-23T09:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177305fc86555907d0d1f,0,2024-10-23T10:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177305fc86555907d0d30,0,2024-10-23T11:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177305fc86555907d0d41,0,2024-10-23T12:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177305fc86555907d0d52,0,2024-10-23T13:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177305fc86555907d0d63,0,2024-10-23T14:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177305fc86555907d0d74,0,2024-10-23T15:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177305fc86555907d0d85,0,2024-10-23T16:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177305fc86555907d0d96,0,2024-10-23T17:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177305fc86555907d0da7,0,2024-10-23T18:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177315fc86555907d0db8,0,2024-10-23T19:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177315fc86555907d0dc9,0,2024-10-23T20:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177315fc86555907d0dda,0,2024-10-23T21:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177325fc86555907d0e19,0,2024-10-23T22:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177325fc86555907d0e2a,0,2024-10-23T23:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177325fc86555907d0e3b,0,2024-10-24T00:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177325fc86555907d0e4c,0,2024-10-24T01:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177325fc86555907d0e5d,0,2024-10-24T02:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177325fc86555907d0e6e,0,2024-10-24T03:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177325fc86555907d0e7f,0,2024-10-24T04:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177325fc86555907d0e90,0,2024-10-24T05:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177325fc86555907d0ea1,0,2024-10-24T06:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177325fc86555907d0eb2,0,2024-10-24T07:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177335fc86555907d0ec3,0,2024-10-24T08:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177335fc86555907d0ed4,0,2024-10-24T09:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177335fc86555907d0efa,0,2024-10-24T10:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177335fc86555907d0f3f,0,2024-10-24T11:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
