_id,num_screen_on,num_screen_unlocked,used_duration,time,uid
6716509c873f1647840e7412,1,0,1850,2024-10-21T12:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67165e89873f1647840ef590,0,0,0,2024-10-21T13:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67167862873f1647840f0e38,1,0,867,2024-10-21T14:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
671694a0873f1647840f1ac3,0,0,0,2024-10-21T15:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
671694a1873f1647840f1ad4,0,0,0,2024-10-21T16:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716cd13873f1647840f4b7b,0,0,0,2024-10-21T17:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716cd13873f1647840f4b8c,0,0,0,2024-10-21T18:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716cd13873f1647840f4b9d,0,0,0,2024-10-21T19:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716cd13873f1647840f4bae,0,0,0,2024-10-21T20:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716ff57873f1647840f8a6b,0,0,0,2024-10-21T21:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716ff57873f1647840f8a8d,0,0,0,2024-10-21T22:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716ff58873f1647840f8aaf,1,1,39,2024-10-21T23:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6716ff58873f1647840f8ad1,1,1,662,2024-10-22T00:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67170780873f1647840f8e74,1,1,3388,2024-10-22T01:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67171616873f1647840f969a,3,2,1328,2024-10-22T02:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6717265c873f1647840fda01,0,0,0,2024-10-22T03:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67173fac873f1647840fe81f,0,0,0,2024-10-22T04:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67173fac873f1647840fe848,0,0,0,2024-10-22T05:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67174d8e873f1647840fed58,5,4,1956,2024-10-22T06:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67175bcd873f1647840ff7bb,1,1,638,2024-10-22T07:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
671769ef873f164784103908,0,0,0,2024-10-22T08:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67177d04873f164784104ea3,0,0,0,2024-10-22T09:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
67178ad6873f16478412582d,0,0,0,2024-10-22T10:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
671795dd873f16478412b879,0,0,0,2024-10-22T11:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772e5fc86555907d0b74,0,0,0,2024-10-22T12:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772e5fc86555907d0b8c,1,0,0,2024-10-22T13:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772e5fc86555907d0b9d,0,0,0,2024-10-22T14:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772e5fc86555907d0bae,0,0,0,2024-10-22T15:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772e5fc86555907d0bbf,0,0,0,2024-10-22T16:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772e5fc86555907d0bd0,0,0,0,2024-10-22T17:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772e5fc86555907d0be1,0,0,0,2024-10-22T18:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772e5fc86555907d0c03,0,0,0,2024-10-22T19:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0c14,0,0,0,2024-10-22T20:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0c25,0,0,0,2024-10-22T21:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0c36,0,0,0,2024-10-22T22:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0c47,0,0,0,2024-10-22T23:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0c6e,0,0,0,2024-10-23T00:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0c80,0,0,0,2024-10-23T01:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0c91,0,0,0,2024-10-23T02:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0ca2,0,0,0,2024-10-23T03:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0cb3,0,0,0,2024-10-23T04:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0cc4,0,0,0,2024-10-23T05:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0cd5,0,0,0,2024-10-23T06:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0ce6,0,0,0,2024-10-23T07:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
6721772f5fc86555907d0cf7,0,0,0,2024-10-23T08:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177305fc86555907d0d08,0,0,0,2024-10-23T09:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177305fc86555907d0d19,0,0,0,2024-10-23T10:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177305fc86555907d0d2a,0,0,0,2024-10-23T11:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177305fc86555907d0d3b,0,0,0,2024-10-23T12:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177305fc86555907d0d4c,0,0,0,2024-10-23T13:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177305fc86555907d0d5d,0,0,0,2024-10-23T14:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177305fc86555907d0d6e,0,0,0,2024-10-23T15:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177305fc86555907d0d7f,0,0,0,2024-10-23T16:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177305fc86555907d0d90,0,0,0,2024-10-23T17:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177305fc86555907d0da1,0,0,0,2024-10-23T18:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177305fc86555907d0db2,0,0,0,2024-10-23T19:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177315fc86555907d0dc3,0,0,0,2024-10-23T20:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177315fc86555907d0dd4,0,0,0,2024-10-23T21:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177325fc86555907d0e13,0,0,0,2024-10-23T22:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177325fc86555907d0e24,0,0,0,2024-10-23T23:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177325fc86555907d0e35,0,0,0,2024-10-24T00:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177325fc86555907d0e46,0,0,0,2024-10-24T01:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177325fc86555907d0e57,0,0,0,2024-10-24T02:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177325fc86555907d0e68,0,0,0,2024-10-24T03:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177325fc86555907d0e79,0,0,0,2024-10-24T04:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177325fc86555907d0e8a,0,0,0,2024-10-24T05:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177325fc86555907d0e9b,0,0,0,2024-10-24T06:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177325fc86555907d0eac,0,0,0,2024-10-24T07:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177335fc86555907d0ebd,0,0,0,2024-10-24T08:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177335fc86555907d0ece,0,0,0,2024-10-24T09:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177335fc86555907d0ef4,0,0,0,2024-10-24T10:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177335fc86555907d0f39,0,0,0,2024-10-24T11:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177335fc86555907d0f4a,0,0,0,2024-10-24T12:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177335fc86555907d0f5b,0,0,0,2024-10-24T13:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177335fc86555907d0f6c,0,0,0,2024-10-24T14:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177335fc86555907d0f7d,0,0,0,2024-10-24T15:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177335fc86555907d0f8e,0,0,0,2024-10-24T16:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177335fc86555907d0f9f,0,0,0,2024-10-24T17:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177335fc86555907d0fb0,0,0,0,2024-10-24T18:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177345fc86555907d0fc1,0,0,0,2024-10-24T19:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177345fc86555907d0fd2,0,0,0,2024-10-24T20:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177345fc86555907d0ff4,0,0,0,2024-10-24T21:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177345fc86555907d1005,0,0,0,2024-10-24T22:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177345fc86555907d1016,0,0,0,2024-10-24T23:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177345fc86555907d1027,0,0,0,2024-10-25T00:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177345fc86555907d1038,0,0,0,2024-10-25T01:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177345fc86555907d1049,0,0,0,2024-10-25T02:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177345fc86555907d105a,0,0,0,2024-10-25T03:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177345fc86555907d1072,0,0,0,2024-10-25T04:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177345fc86555907d1084,0,0,0,2024-10-25T05:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177345fc86555907d1097,0,0,0,2024-10-25T06:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177345fc86555907d10a9,0,0,0,2024-10-25T07:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177345fc86555907d10bc,0,0,0,2024-10-25T08:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177355fc86555907d10ce,0,0,0,2024-10-25T09:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177355fc86555907d10df,0,0,0,2024-10-25T10:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177355fc86555907d10f0,0,0,0,2024-10-25T11:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177355fc86555907d1101,0,0,0,2024-10-25T12:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177355fc86555907d1112,0,0,0,2024-10-25T13:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
672177355fc86555907d1123,0,0,0,2024-10-25T14:00:00Z,W1hZkqBeWCUTVBX6rx9OeHmaWx63
